tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_begin_lat	location_end_lon
Region	This study	47.7244	274.044128	Michipicoten Island	47.7022	274.3519
Outcrop	This study	47.53669	269.06	Two Island River	47.524091	269.07756
>>>>>>>>>>
tab 	er_samples
er_formation_name	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_bed_dip	sample_lat	sample_azimuth	er_location_name	sample_declination_correction	sample_height	sample_dip	sample_type	magic_method_codes	sample_lon	sample_class
0	This study	-16.6	133.5	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	773.0	SS8-3a	273	7.55e-07	2.87e-09	1.10e-08	5.58e-09	SS8-3a:LP-DIR-T	10	SS8	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-18.5	126.2	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	788.0	SS8-3a	273	6.60e-07	5.11e-09	1.41e-08	4.29e-08	SS8-3a:LP-DIR-T	11	SS8	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	-18.4	125.7	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	803.0	SS8-3a	273	4.89e-07	1.52e-09	9.18e-10	9.48e-09	SS8-3a:LP-DIR-T	12	SS8	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-15.3	122.5	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	813.0	SS8-3a	273	4.60e-07	2.31e-09	1.59e-08	2.99e-08	SS8-3a:LP-DIR-T	13	SS8	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	-07.8	123.6	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	823.0	SS8-3a	273	1.97e-07	4.12e-09	1.38e-08	7.58e-09	SS8-3a:LP-DIR-T	14	SS8	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	-18.6	177.9	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	833.0	SS8-3a	273	8.70e-08	9.40e-10	3.06e-09	3.17e-09	SS8-3a:LP-DIR-T	15	SS8	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-16.0	92.8	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	843.0	SS8-3a	273	8.08e-08	3.99e-09	8.31e-09	2.08e-09	SS8-3a:LP-DIR-T	16	SS8	1	4.6	g	LT-T-Z:LP-DIR-T
0	This study	-09.0	99.1	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	848.0	SS8-3a	273	1.10e-07	4.63e-09	1.27e-08	5.54e-09	SS8-3a:LP-DIR-T	17	SS8	1	4.0	g	LT-T-Z:LP-DIR-T
0	This study	-22.5	112.5	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	853.0	SS8-3a	273	7.32e-08	1.02e-08	1.45e-08	2.56e-09	SS8-3a:LP-DIR-T	18	SS8	1	12.1	b	LT-T-Z:LP-DIR-T
0	This study	-57.1	106.2	0	pmagpy-3.4.0	u	SS8-3		Michipicoten Island	853.0	SS8-3a	273	5.90e-08	2.35e-09	1.80e-09	2.30e-09	SS8-3a:LP-DIR-T	19	SS8	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	34.6	153.1	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	273	SS8-4a	273	6.33e-06	2.96e-08	2.25e-07	1.71e-07	SS8-4a:LP-DIR-T	1	SS8	1	2.5	g	LT-NO:LP-DIR-T
0	This study	31.8	141.2	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	77	SS8-4a	273	4.48e-06	1.63e-08	9.82e-08	1.64e-07	SS8-4a:LP-DIR-T	2	SS8	1	2.4	g	LT-LT-Z:LP-DIR-T
0	This study	28.7	135.6	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	373.0	SS8-4a	273	3.62e-06	5.68e-08	1.85e-07	2.07e-07	SS8-4a:LP-DIR-T	3	SS8	1	4.5	g	LT-T-Z:LP-DIR-T
0	This study	14.3	114.8	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	473.0	SS8-4a	273	2.26e-06	2.64e-08	3.97e-08	1.29e-07	SS8-4a:LP-DIR-T	4	SS8	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	10.0	107.8	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	573.0	SS8-4a	273	2.00e-06	1.50e-08	1.35e-08	9.63e-08	SS8-4a:LP-DIR-T	5	SS8	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	07.5	105.2	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	623.0	SS8-4a	273	1.92e-06	1.47e-08	9.67e-09	4.68e-08	SS8-4a:LP-DIR-T	6	SS8	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	06.2	103.7	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	673.0	SS8-4a	273	1.59e-06	1.38e-08	1.34e-08	1.66e-08	SS8-4a:LP-DIR-T	7	SS8	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	06.0	100.0	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	723.0	SS8-4a	273	1.19e-06	1.24e-08	7.87e-09	2.97e-08	SS8-4a:LP-DIR-T	8	SS8	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	03.3	101.0	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	748.0	SS8-4a	273	1.04e-06	4.45e-09	3.71e-09	5.40e-08	SS8-4a:LP-DIR-T	9	SS8	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	02.9	104.6	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	773.0	SS8-4a	273	8.66e-07	4.95e-09	2.14e-08	2.40e-08	SS8-4a:LP-DIR-T	10	SS8	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	03.0	101.8	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	788.0	SS8-4a	273	7.61e-07	6.68e-09	6.67e-09	2.41e-08	SS8-4a:LP-DIR-T	11	SS8	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	03.7	102.7	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	803.0	SS8-4a	273	6.49e-07	8.17e-09	8.69e-09	1.24e-08	SS8-4a:LP-DIR-T	12	SS8	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	02.7	99.8	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	813.0	SS8-4a	273	5.20e-07	1.43e-08	1.94e-08	1.22e-08	SS8-4a:LP-DIR-T	13	SS8	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	12.8	95.0	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	823.0	SS8-4a	273	2.36e-07	4.31e-09	9.52e-09	2.28e-09	SS8-4a:LP-DIR-T	14	SS8	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	15.8	94.4	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	833.0	SS8-4a	273	1.05e-07	3.29e-09	2.69e-09	7.24e-09	SS8-4a:LP-DIR-T	15	SS8	1	4.4	g	LT-T-Z:LP-DIR-T
0	This study	16.5	89.1	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	843.0	SS8-4a	273	1.19e-07	2.28e-09	9.60e-09	4.09e-09	SS8-4a:LP-DIR-T	16	SS8	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	04.9	97.0	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	848.0	SS8-4a	273	1.18e-07	3.84e-09	1.03e-08	5.29e-09	SS8-4a:LP-DIR-T	17	SS8	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	21.5	86.6	0	pmagpy-3.4.0	u	SS8-4		Michipicoten Island	853.0	SS8-4a	273	8.81e-08	6.49e-09	1.45e-08	4.02e-09	SS8-4a:LP-DIR-T	18	SS8	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	00.3	162.0	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	273	SS8-5a	273	4.83e-06	8.62e-08	3.26e-07	1.26e-07	SS8-5a:LP-DIR-T	1	SS8	1	4.2	g	LT-NO:LP-DIR-T
0	This study	-06.6	159.2	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	77	SS8-5a	273	3.94e-06	4.66e-08	2.24e-07	1.47e-07	SS8-5a:LP-DIR-T	2	SS8	1	3.9	g	LT-LT-Z:LP-DIR-T
0	This study	-12.0	153.2	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	373.0	SS8-5a	273	3.30e-06	1.88e-08	1.78e-07	9.94e-08	SS8-5a:LP-DIR-T	3	SS8	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	-24.6	132.2	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	473.0	SS8-5a	273	2.11e-06	1.82e-08	6.53e-08	1.06e-07	SS8-5a:LP-DIR-T	4	SS8	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	-28.0	125.5	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	573.0	SS8-5a	273	1.83e-06	1.80e-08	5.72e-08	1.14e-07	SS8-5a:LP-DIR-T	5	SS8	1	4.0	g	LT-T-Z:LP-DIR-T
0	This study	-28.6	123.8	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	623.0	SS8-5a	273	1.80e-06	1.78e-08	1.38e-08	6.71e-08	SS8-5a:LP-DIR-T	6	SS8	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-29.0	120.9	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	673.0	SS8-5a	273	1.51e-06	1.61e-08	8.83e-09	5.22e-08	SS8-5a:LP-DIR-T	7	SS8	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-31.2	117.7	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	723.0	SS8-5a	273	1.16e-06	9.15e-09	7.63e-09	4.20e-08	SS8-5a:LP-DIR-T	8	SS8	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-31.8	116.6	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	748.0	SS8-5a	273	1.00e-06	1.54e-08	6.41e-09	5.91e-08	SS8-5a:LP-DIR-T	9	SS8	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	-32.4	119.3	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	773.0	SS8-5a	273	8.23e-07	1.12e-08	2.46e-08	6.18e-09	SS8-5a:LP-DIR-T	10	SS8	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-34.4	114.7	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	788.0	SS8-5a	273	7.08e-07	6.06e-09	4.08e-09	4.79e-08	SS8-5a:LP-DIR-T	11	SS8	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	-33.1	116.5	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	803.0	SS8-5a	273	5.96e-07	2.11e-09	8.42e-09	1.31e-08	SS8-5a:LP-DIR-T	12	SS8	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-33.7	112.0	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	813.0	SS8-5a	273	4.08e-07	1.45e-08	2.65e-08	3.75e-08	SS8-5a:LP-DIR-T	13	SS8	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	-27.4	106.1	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	823.0	SS8-5a	273	2.15e-07	6.62e-09	1.26e-08	3.56e-09	SS8-5a:LP-DIR-T	14	SS8	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-37.8	145.3	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	833.0	SS8-5a	273	1.01e-07	1.43e-09	2.55e-09	4.97e-09	SS8-5a:LP-DIR-T	15	SS8	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-36.5	104.0	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	843.0	SS8-5a	273	6.17e-08	3.03e-09	9.39e-09	7.05e-09	SS8-5a:LP-DIR-T	16	SS8	1	9.4	b	LT-T-Z:LP-DIR-T
0	This study	-42.2	96.8	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	843.0	SS8-5a	273	5.80e-08	2.43e-09	2.16e-09	2.13e-09	SS8-5a:LP-DIR-T	17	SS8	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	-23.6	91.8	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	848.0	SS8-5a	273	1.28e-07	6.53e-09	1.14e-08	3.78e-09	SS8-5a:LP-DIR-T	18	SS8	1	5.0	g	LT-T-Z:LP-DIR-T
0	This study	-10.9	89.4	0	pmagpy-3.4.0	u	SS8-5		Michipicoten Island	853.0	SS8-5a	273	1.13e-07	8.05e-09	1.32e-08	3.70e-09	SS8-5a:LP-DIR-T	19	SS8	1	5.6	g	LT-T-Z:LP-DIR-T
0	This study	01.9	164.7	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	273	SS8-6a	273	5.89e-06	6.10e-08	4.45e-07	1.26e-07	SS8-6a:LP-DIR-T	1	SS8	1	4.5	g	LT-NO:LP-DIR-T
0	This study	-05.7	164.8	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	77	SS8-6a	273	4.61e-06	1.61e-08	4.37e-07	1.77e-07	SS8-6a:LP-DIR-T	2	SS8	1	5.8	g	LT-LT-Z:LP-DIR-T
0	This study	-09.6	157.5	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	373.0	SS8-6a	273	3.74e-06	1.42e-08	3.42e-07	1.37e-07	SS8-6a:LP-DIR-T	3	SS8	1	5.6	g	LT-T-Z:LP-DIR-T
0	This study	-20.6	131.0	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	473.0	SS8-6a	273	2.08e-06	8.27e-09	5.64e-08	8.44e-08	SS8-6a:LP-DIR-T	4	SS8	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	-24.7	122.7	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	573.0	SS8-6a	273	1.79e-06	1.04e-08	5.84e-08	1.13e-07	SS8-6a:LP-DIR-T	5	SS8	1	4.0	g	LT-T-Z:LP-DIR-T
0	This study	-23.4	122.0	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	623.0	SS8-6a	273	1.74e-06	9.17e-09	3.24e-08	8.66e-08	SS8-6a:LP-DIR-T	6	SS8	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	-25.5	117.9	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	673.0	SS8-6a	273	1.53e-06	5.09e-09	9.78e-09	5.53e-08	SS8-6a:LP-DIR-T	7	SS8	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-27.2	113.2	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	723.0	SS8-6a	273	1.18e-06	4.21e-09	1.60e-08	4.72e-08	SS8-6a:LP-DIR-T	8	SS8	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	-27.8	115.5	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	748.0	SS8-6a	273	1.06e-06	9.16e-09	7.63e-09	5.56e-08	SS8-6a:LP-DIR-T	9	SS8	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	-26.9	117.6	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	773.0	SS8-6a	273	8.67e-07	8.26e-09	1.66e-08	6.65e-09	SS8-6a:LP-DIR-T	10	SS8	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-28.9	107.4	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	788.0	SS8-6a	273	7.35e-07	6.75e-09	3.27e-09	3.92e-08	SS8-6a:LP-DIR-T	11	SS8	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	-27.5	111.1	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	803.0	SS8-6a	273	6.62e-07	1.62e-09	1.00e-08	6.31e-09	SS8-6a:LP-DIR-T	12	SS8	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-28.4	114.6	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	813.0	SS8-6a	273	3.80e-07	1.67e-08	3.53e-08	4.16e-08	SS8-6a:LP-DIR-T	13	SS8	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	-18.6	112.3	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	823.0	SS8-6a	273	2.62e-07	5.99e-09	6.38e-09	5.49e-09	SS8-6a:LP-DIR-T	14	SS8	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-29.3	98.8	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	833.0	SS8-6a	273	8.85e-08	6.56e-10	2.21e-09	5.05e-09	SS8-6a:LP-DIR-T	15	SS8	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-49.4	123.9	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	843.0	SS8-6a	273	6.49e-08	7.45e-09	8.80e-09	8.46e-09	SS8-6a:LP-DIR-T	16	SS8	1	12.3	b	LT-T-Z:LP-DIR-T
0	This study	-58.7	116.1	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	843.0	SS8-6a	273	6.59e-08	2.41e-09	3.12e-09	2.34e-09	SS8-6a:LP-DIR-T	17	SS8	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	00.5	69.9	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	848.0	SS8-6a	273	1.15e-07	4.87e-09	1.05e-08	1.86e-09	SS8-6a:LP-DIR-T	18	SS8	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-07.7	73.1	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	853.0	SS8-6a	273	9.94e-08	1.09e-08	1.62e-08	6.93e-09	SS8-6a:LP-DIR-T	19	SS8	1	9.7	g	LT-T-Z:LP-DIR-T
0	This study	-21.5	53.3	0	pmagpy-3.4.0	u	SS8-6		Michipicoten Island	853.0	SS8-6a	273	8.52e-08	1.01e-09	2.07e-09	2.82e-09	SS8-6a:LP-DIR-T	20	SS8	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	17.0	254.1	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	273	SS8-7a	273	1.23e-05	9.95e-08	5.77e-08	9.23e-08	SS8-7a:LP-DIR-T	1	SS8	1	0.6	g	LT-NO:LP-DIR-T
0	This study	12.1	256.0	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	77	SS8-7a	273	1.07e-05	1.12e-07	1.17e-07	5.04e-07	SS8-7a:LP-DIR-T	2	SS8	1	2.8	g	LT-LT-Z:LP-DIR-T
0	This study	11.3	256.8	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	373.0	SS8-7a	273	1.06e-05	6.51e-08	1.65e-07	7.77e-07	SS8-7a:LP-DIR-T	3	SS8	1	4.3	g	LT-T-Z:LP-DIR-T
0	This study	09.1	256.7	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	473.0	SS8-7a	273	1.04e-05	5.80e-08	1.50e-07	7.30e-07	SS8-7a:LP-DIR-T	4	SS8	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	08.7	256.9	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	573.0	SS8-7a	273	1.03e-05	4.89e-08	1.17e-07	6.00e-07	SS8-7a:LP-DIR-T	5	SS8	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	08.8	255.3	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	623.0	SS8-7a	273	1.01e-05	4.50e-08	2.95e-07	1.22e-06	SS8-7a:LP-DIR-T	6	SS8	1	7.1	g	LT-T-Z:LP-DIR-T
0	This study	08.0	257.7	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	673.0	SS8-7a	273	9.68e-06	3.84e-08	1.07e-07	4.67e-07	SS8-7a:LP-DIR-T	7	SS8	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	08.4	256.6	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	723.0	SS8-7a	273	9.24e-06	3.91e-08	2.93e-07	1.25e-06	SS8-7a:LP-DIR-T	8	SS8	1	7.9	g	LT-T-Z:LP-DIR-T
0	This study	07.8	255.3	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	748.0	SS8-7a	273	9.26e-06	6.00e-08	1.98e-07	8.56e-07	SS8-7a:LP-DIR-T	9	SS8	1	5.4	g	LT-T-Z:LP-DIR-T
0	This study	07.7	259.6	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	773.0	SS8-7a	273	8.98e-06	6.96e-08	5.52e-08	1.29e-07	SS8-7a:LP-DIR-T	10	SS8	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	08.0	254.3	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	788.0	SS8-7a	273	8.49e-06	4.00e-08	1.66e-07	6.21e-07	SS8-7a:LP-DIR-T	11	SS8	1	4.3	g	LT-T-Z:LP-DIR-T
0	This study	07.8	255.9	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	803.0	SS8-7a	273	7.74e-06	2.83e-08	5.25e-08	2.01e-07	SS8-7a:LP-DIR-T	12	SS8	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	07.6	258.0	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	813.0	SS8-7a	273	5.23e-06	4.28e-08	5.48e-08	2.01e-07	SS8-7a:LP-DIR-T	13	SS8	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	07.7	254.6	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	823.0	SS8-7a	273	4.30e-06	2.87e-08	1.05e-07	4.00e-07	SS8-7a:LP-DIR-T	14	SS8	1	5.5	g	LT-T-Z:LP-DIR-T
0	This study	08.0	258.7	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	833.0	SS8-7a	273	2.90e-06	2.70e-08	3.77e-08	1.78e-07	SS8-7a:LP-DIR-T	15	SS8	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	08.1	258.2	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	843.0	SS8-7a	273	1.99e-06	2.46e-08	1.49e-08	9.42e-08	SS8-7a:LP-DIR-T	16	SS8	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	08.0	257.4	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	848.0	SS8-7a	273	1.28e-06	1.75e-08	2.41e-08	1.31e-07	SS8-7a:LP-DIR-T	17	SS8	1	6.0	g	LT-T-Z:LP-DIR-T
0	This study	09.4	257.6	0	pmagpy-3.4.0	u	SS8-7		Michipicoten Island	853.0	SS8-7a	273	7.19e-07	8.78e-09	8.68e-09	7.43e-08	SS8-7a:LP-DIR-T	18	SS8	1	5.9	g	LT-T-Z:LP-DIR-T
0	This study	36.8	241.9	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	273	SS8-8a	273	9.17e-06	6.90e-08	6.46e-08	3.21e-07	SS8-8a:LP-DIR-T	1	SS8	1	2.0	g	LT-NO:LP-DIR-T
0	This study	30.9	243.0	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	77	SS8-8a	273	7.97e-06	6.46e-08	4.47e-08	2.06e-07	SS8-8a:LP-DIR-T	2	SS8	1	1.5	g	LT-LT-Z:LP-DIR-T
0	This study	25.8	242.6	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	373.0	SS8-8a	273	7.36e-06	5.94e-08	1.23e-07	3.90e-07	SS8-8a:LP-DIR-T	3	SS8	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	13.3	248.2	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	473.0	SS8-8a	273	6.58e-06	3.22e-08	1.16e-07	4.12e-07	SS8-8a:LP-DIR-T	4	SS8	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	08.6	249.5	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	573.0	SS8-8a	273	6.18e-06	3.82e-08	5.18e-08	2.32e-07	SS8-8a:LP-DIR-T	5	SS8	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	07.9	250.0	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	623.0	SS8-8a	273	5.98e-06	3.49e-08	7.85e-08	2.89e-07	SS8-8a:LP-DIR-T	6	SS8	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	05.5	248.7	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	673.0	SS8-8a	273	5.10e-06	3.98e-08	7.29e-08	2.53e-07	SS8-8a:LP-DIR-T	7	SS8	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	05.3	250.1	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	723.0	SS8-8a	273	4.77e-06	2.67e-08	5.63e-08	2.02e-07	SS8-8a:LP-DIR-T	8	SS8	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	04.3	247.0	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	748.0	SS8-8a	273	4.70e-06	3.39e-08	6.51e-08	2.18e-07	SS8-8a:LP-DIR-T	9	SS8	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	04.1	248.6	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	773.0	SS8-8a	273	4.51e-06	4.00e-08	5.32e-08	8.21e-08	SS8-8a:LP-DIR-T	10	SS8	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	03.9	247.0	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	788.0	SS8-8a	273	4.38e-06	3.29e-08	1.16e-07	3.21e-07	SS8-8a:LP-DIR-T	11	SS8	1	4.5	g	LT-T-Z:LP-DIR-T
0	This study	03.3	248.4	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	803.0	SS8-8a	273	4.21e-06	3.95e-08	2.17e-08	8.99e-08	SS8-8a:LP-DIR-T	12	SS8	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	02.3	248.4	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	813.0	SS8-8a	273	3.57e-06	2.88e-08	2.40e-08	4.40e-08	SS8-8a:LP-DIR-T	13	SS8	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	03.4	246.3	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	823.0	SS8-8a	273	1.73e-06	1.10e-07	1.68e-06	7.40e-07	SS8-8a:LP-DIR-T	14	SS8	1	34.7	b	LT-T-Z:LP-DIR-T
0	This study	02.9	247.5	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	823.0	SS8-8a	273	3.42e-06	3.52e-08	4.01e-08	6.94e-08	SS8-8a:LP-DIR-T	15	SS8	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	01.7	246.2	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	833.0	SS8-8a	273	3.17e-06	3.69e-08	8.14e-08	2.12e-07	SS8-8a:LP-DIR-T	16	SS8	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	01.7	245.5	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	843.0	SS8-8a	273	2.83e-06	3.38e-08	3.31e-08	2.02e-08	SS8-8a:LP-DIR-T	17	SS8	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	01.1	244.9	0	pmagpy-3.4.0	u	SS8-8		Michipicoten Island	848.0	SS8-8a	273	2.66e-06	2.97e-08	2.12e-08	1.41e-08	SS8-8a:LP-DIR-T	18	SS8	1	0.7	g	LT-T-Z:LP-DIR-T
